Index,Sentence,Target Word (Noun),log_prob,oddballness,confidence,Document URL
0,The 76mm cannon also had the benefit of using the same shells as the 3-inch field gun which facilitated supply.,gun,-3.7498508914588737,0.40932977199554443,0.34097057580947876,https://en.wikipedia.org/wiki/Garford-Putilov%20Armoured%20Car
1,"Laonikos Chalkokondyles (1430–1470) was a Byzantine Greek historian from Athens whose Proofs of Histories encompasses the last 150 years of the Byzantine empire, covering 1298–1463. (",historian,-3.034439323907031,0.26352202892303467,0.36959919333457947,https://en.wikipedia.org/wiki/List%20of%20sources%20for%20the%20Crusades
2,"In 1949, NHSN became the official bird-ringing organization for the Farne Islands, and this work continues today.",organization,-3.657788624720914,0.3257172703742981,0.33379414677619934,https://en.wikipedia.org/wiki/Natural%20History%20Society%20of%20Northumbria
3,Tallarico was the first composer to commercially release album compilations of video game music around the world.,composer,-4.254705351034534,0.3602169156074524,0.3337964713573456,https://en.wikipedia.org/wiki/Tommy%20Tallarico
4,"it is eaten on new year's day because Koreans believe that if you eat a bowl of tteok-guk on the first of the lunar year, you get one year older.",bowl,-3.106354068058568,0.3595734238624573,0.47326919436454773,https://en.wikipedia.org/wiki/Korean%20cuisine
5,The flight crew started the engines at 8:04 pm.,engines,-2.998229531305177,0.3332490921020508,0.37741023302078247,https://en.wikipedia.org/wiki/TWA%20Flight%20800
6,"There is a variety of such food and drink competitions worldwide, where the taste and quality of products are assessed.",taste,-3.3669670688157733,0.28663569688796997,0.3107134699821472,https://en.wikipedia.org/wiki/Food%20competition
7,"There is one shallow man-made lake that often dries up in the summer or all year, especially during times of drought.",lake,-3.832274031341076,0.42674148082733154,0.43033722043037415,https://en.wikipedia.org/wiki/Cordes%20Lakes%2C%20Arizona
8,He is a violinist and composer who hears music in unusual sources such as the ambient noises of a train in the London Underground or the chirping of crickets.,violinist,-3.08439762467716,0.2925785481929779,0.3790423572063446,https://en.wikipedia.org/wiki/One%20Perfect%20Day%20%282004%20film%29
9,"Like the Parliaments' previous single, Poor Willie/Party Boys, this record highly sought after by P-Funk collectors.",record,-5.513126142287197,0.4387136995792389,0.2924658954143524,https://en.wikipedia.org/wiki/Lonely%20Island%20%28The%20Parliaments%20song%29
