Index,Sentence,Target Word (Noun),log_prob,oddballness,confidence,Document URL
0,The 76mm cannon also had the benefit of using the same shells as the 3-inch field gun which facilitated supply.,gun,-3.46967248718899,0.48379573225975037,0.46615496277809143,https://en.wikipedia.org/wiki/Garford-Putilov%20Armoured%20Car
1,"Laonikos Chalkokondyles (1430–1470) was a Byzantine Greek historian from Athens whose Proofs of Histories encompasses the last 150 years of the Byzantine empire, covering 1298–1463. (",historian,-2.630573632238532,0.3706893026828766,0.5955209732055664,https://en.wikipedia.org/wiki/List%20of%20sources%20for%20the%20Crusades
2,"In 1949, NHSN became the official bird-ringing organization for the Farne Islands, and this work continues today.",organization,-3.5146209118788,0.40064576268196106,0.4780625104904175,https://en.wikipedia.org/wiki/Natural%20History%20Society%20of%20Northumbria
3,Tallarico was the first composer to commercially release album compilations of video game music around the world.,composer,-3.963301196198223,0.40995344519615173,0.5171158313751221,https://en.wikipedia.org/wiki/Tommy%20Tallarico
4,"it is eaten on new year's day because Koreans believe that if you eat a bowl of tteok-guk on the first of the lunar year, you get one year older.",bowl,-2.7884487817189783,0.29420819878578186,0.5933510661125183,https://en.wikipedia.org/wiki/Korean%20cuisine
5,The flight crew started the engines at 8:04 pm.,engines,-2.974506729482008,0.4077470004558563,0.46696698665618896,https://en.wikipedia.org/wiki/TWA%20Flight%20800
6,"There is a variety of such food and drink competitions worldwide, where the taste and quality of products are assessed.",taste,-3.518405570775609,0.3577019274234772,0.4293794333934784,https://en.wikipedia.org/wiki/Food%20competition
7,"There is one shallow man-made lake that often dries up in the summer or all year, especially during times of drought.",lake,-3.493778039868921,0.43751463294029236,0.5870790481567383,https://en.wikipedia.org/wiki/Cordes%20Lakes%2C%20Arizona
8,He is a violinist and composer who hears music in unusual sources such as the ambient noises of a train in the London Underground or the chirping of crickets.,violinist,-2.9828134869740373,0.3595764935016632,0.528547465801239,https://en.wikipedia.org/wiki/One%20Perfect%20Day%20%282004%20film%29
9,"Like the Parliaments' previous single, Poor Willie/Party Boys, this record highly sought after by P-Funk collectors.",record,-5.357454269336393,0.5051156878471375,0.428843230009079,https://en.wikipedia.org/wiki/Lonely%20Island%20%28The%20Parliaments%20song%29
10,"Richard Leveridge (or Leueridge) (19 July 1670 – 22 March 1758) was an English bass singer of the London stage and a composer of baroque music, including many popular songs.",composer,-2.4462023843291307,0.26604682207107544,0.4988214671611786,https://en.wikipedia.org/wiki/Richard%20Leveridge
11,"One such was a mug depicting the tea party scene from the book, with a Cheshire Cat that disappeared when the mug was filled with a hot beverage.",mug,-3.708800382912159,0.40266016125679016,0.4000660479068756,https://en.wikipedia.org/wiki/Applixware
12,"According to Phil Wright (then lead singer, now lead singer of Phil Wright's Original 70s Paper Lace) the band initially questioned appearing.",band,-4.900182779187647,0.5223383903503418,0.41890808939933777,https://en.wikipedia.org/wiki/Paper%20Lace
13,Mishnah Yomit – MishnahYomit.com hosts a weekly publication complementing the learning of people studying the regular program.,publication,-4.704917193055153,0.46611663699150085,0.4217226207256317,https://en.wikipedia.org/wiki/Mishnah
14,"During their courtship, the couple visited Longue Vue, an old inn that overlooked the Hudson River.",inn,-3.660969146660396,0.4171503782272339,0.5029476881027222,https://en.wikipedia.org/wiki/Edith%20Rosenwald%20Stern
15,A Burgundy historian Jean de Wavrin criticized him more bitterly than other Burgundians.,historian,-4.384030189953353,0.41027936339378357,0.3849392831325531,https://en.wikipedia.org/wiki/Richard%20Neville%2C%2016th%20Earl%20of%20Warwick
16,Revising speciesWilliston was also the first scientist to critically evaluate all of the pteranodon species classified by Cope and Marsh.,scientist,-3.7652591643854976,0.36602190136909485,0.45614397525787354,https://en.wikipedia.org/wiki/Pteranodon
17,"This deeper ""rock""-sounding voice on Once—as well as on the song ""In the Picture"" of the album Into the Light—was welcomed by critics as a refreshing change.",voice,-4.499959949857077,0.4133753478527069,0.42465588450431824,https://en.wikipedia.org/wiki/Tarja%20Turunen
18,"Mark Kaplan (born 30 December 1953, in Cambridge, Massachusetts) is an American violinist who studied at the Juilliard School under Dorothy DeLay.",violinist,-1.9909342878213225,0.1950637251138687,0.5753938555717468,https://en.wikipedia.org/wiki/Mark%20Kaplan%20%28musician%29
19,"Sri Lanka's most recently discovered bird, the Serendib scops owl was originally heard calling by Deepal Warakagoda in these forests.",owl,-3.646347337309271,0.3521485924720764,0.49055731296539307,https://en.wikipedia.org/wiki/Kitulgala
20,He secured a needle in the supraclavicular fossa and attached tubing connected to a syringe through which he could inject incremental doses of local anesthetic.,syringe,-2.9562119062330794,0.324036180973053,0.6064304113388062,https://en.wikipedia.org/wiki/Brachial%20plexus%20block
21,The brain employs a computing paradigm that is fundamentally different from digital computers.,brain,-3.51131140760013,0.37199005484580994,0.37625327706336975,https://en.wikipedia.org/wiki/Kwabena%20Boahen
22,"The charango's ten strings require quite a large headstock, often approaching or even exceeding the size of its diminutive sound box.",strings,-4.040420771990925,0.524359941482544,0.5384178757667542,https://en.wikipedia.org/wiki/Charango
23,The founding editor of the business newspaper Vedomosti interpreted the appointment of someone with such views as a sign that Russian President Vladimir Putin was becoming more ideological.,editor,-3.6171762729889805,0.38710319995880127,0.49275660514831543,https://en.wikipedia.org/wiki/Telegony%20%28theory%29
24,A pitcher filled with 8000 pearls has been found here.,pitcher,-3.9718215187390644,0.44122177362442017,0.38894379138946533,https://en.wikipedia.org/wiki/Baror
25,"Tun demanded 1,800,000 strings of cash in compensation and the Tang agreed to pay this amount in gold and silk.",strings,-3.25445990760345,0.31134912371635437,0.463378369808197,https://en.wikipedia.org/wiki/Uyghur%20Khaganate
26,A U.S. mechanical engineer or skilled worker who creates technical drawings may be referred to as a drafter or draftsman.,worker,-3.052754850462079,0.3482819199562073,0.5631792545318604,https://en.wikipedia.org/wiki/Mechanical%20engineering
27,The antelope masks are rough rectangular boxes with several horns coming out of the top.,horns,-4.366092247998013,0.3865426778793335,0.43165814876556396,https://en.wikipedia.org/wiki/Mask
28,Often web shells detect the user-agent and the content presented to the search engine spider is different from that presented to the user's browser.,shells,-3.8065695799542247,0.3630957305431366,0.4464452862739563,https://en.wikipedia.org/wiki/Web%20shell
29,"Prissy floral-shirt-wearing product designer Charles Coote (Charles Hawtrey) has included a bidet in his latest range of designs, but W.C. objects to the manufacture of such ""dubious"" items.",designer,-4.430677257306145,0.3817709982395172,0.3795355558395386,https://en.wikipedia.org/wiki/Carry%20On%20at%20Your%20Convenience
30,"For example, in California, the East Bay Municipal Utility District sponsored the publication of a book on plants and landscapes for summer-dry climates.",publication,-3.5679216609860305,0.35921457409858704,0.4710044264793396,https://en.wikipedia.org/wiki/Cactus
31,"Rosenberg argued that despite not having been born in Armenia, Khachaturian was ""essentially an Armenian composer whose music exhibits his Armenian roots"".",composer,-3.7570929025635547,0.42083626985549927,0.5406889915466309,https://en.wikipedia.org/wiki/Aram%20Khachaturian
32,Pongal - a boiled rice dish which comes in sweet and spicy varieties.,dish,-3.82070377538912,0.4889943599700928,0.5042234659194946,https://en.wikipedia.org/wiki/Malaysian%20cuisine
33,"His life ended prematurely, when a leaking gas pipe caused him to asphyxiate during his sleep.",pipe,-3.075533970979623,0.4242072105407715,0.5974820852279663,https://en.wikipedia.org/wiki/Fred%20Yates%20%28chess%20player%29
34,"Furthermore, the organization created and controlled negative media meant to undermine black power organizations.",media,-5.257698130211793,0.4992462694644928,0.4308382570743561,https://en.wikipedia.org/wiki/COINTELPRO
35,"American rock band 311 also quote the lyrics in their song ""Who's Got the Herb"".",band,-4.1603969052389616,0.37580299377441406,0.3831501603126526,https://en.wikipedia.org/wiki/Sleng%20Teng
36,There are also different ways to insert the needle into the stitch.,needle,-3.550070172605606,0.44731414318084717,0.4883424639701843,https://en.wikipedia.org/wiki/Knitting
37,Leopold's sister Clara was a pianist who studied with Clara Schumann and with Franz Liszt.,pianist,-2.789282837246653,0.2993958294391632,0.5055394172668457,https://en.wikipedia.org/wiki/Leopold%20Graf%20von%20Kalckreuth
